anio,mes,zona,municipio_id,municipio_nombre,delegacion,genero,cantidad
2016,1,8,06154,Carlos Tejedor,Tres Algarrobos,masculino,3
2016,1,3,06161,Carmen de Areco,Carmen de Areco,femenino,9
2016,1,3,06161,Carmen de Areco,Carmen de Areco,masculino,14
2016,1,16,06602,Patagones,Juan Pradere,femenino,1
2016,1,16,06602,Patagones,Villalonga,femenino,5
2016,1,16,06602,Patagones,Carmen de Patagones,femenino,7
2016,1,16,06602,Patagones,Juan Pradere,masculino,1
2016,1,16,06602,Patagones,Villalonga,masculino,4
2016,1,16,06602,Patagones,Carmen de Patagones,masculino,11
2016,1,10,06168,Castelli,Castelli,femenino,2
2016,1,10,06168,Castelli,Castelli,masculino,5
2016,1,4,06210,Chacabuco,Chacabuco,femenino,22
2016,1,4,06210,Chacabuco,Rawson,masculino,2
2016,1,4,06210,Chacabuco,Chacabuco,masculino,30
2016,1,10,06218,Chascomús,Chascomús,femenino,22
2016,1,10,06218,Chascomús,Chascomús,masculino,26
2016,1,5,06224,Chivilcoy,Moquehua,femenino,2
2016,1,5,06224,Chivilcoy,Chivilcoy,femenino,15
2016,1,5,06224,Chivilcoy,Hospital Municipal Chivilcoy,femenino,20
2016,1,5,06224,Chivilcoy,Moquehua,masculino,2
2016,1,5,06224,Chivilcoy,Hospital Municipal Chivilcoy,masculino,20
2016,1,5,06224,Chivilcoy,Chivilcoy,masculino,23
2016,1,2,06175,Colón,Colón,femenino,10
2016,1,2,06175,Colón,Colón,masculino,16
2016,1,6,06119,Brandsen,Coronel Brandsen,femenino,23
2016,1,6,06119,Brandsen,Coronel Brandsen,masculino,22
2016,1,16,06189,Coronel Dorrego,Coronel Dorrego,femenino,10
2016,1,16,06189,Coronel Dorrego,Coronel Dorrego,masculino,8
2016,1,16,06196,Coronel Pringles,Coronel Pringles,femenino,20
2016,1,16,06196,Coronel Pringles,Coronel Pringles,masculino,14
2016,1,16,06182,Coronel de Marina Leonardo Rosales,Punta Alta,femenino,20
2016,1,16,06182,Coronel de Marina Leonardo Rosales,Punta Alta,masculino,17
2016,1,19,06203,Coronel Suárez,Huanguelén,femenino,1
2016,1,19,06203,Coronel Suárez,Coronel Suárez,femenino,27
2016,1,19,06203,Coronel Suárez,Huanguelén,masculino,4
2016,1,19,06203,Coronel Suárez,Coronel Suárez,masculino,25
2016,1,19,06231,Daireaux,Daireaux,femenino,15
2016,1,19,06231,Daireaux,Daireaux,masculino,13
2016,1,10,06420,La Costa,San Clemente del Tuyú,femenino,13
2016,1,10,06420,La Costa,Mar del Tuyú,femenino,17
2016,1,10,06420,La Costa,Mar de Ajó,femenino,23
2016,1,10,06420,La Costa,San Clemente del Tuyú,masculino,8
2016,1,10,06420,La Costa,Mar del Tuyú,masculino,22
2016,1,10,06420,La Costa,Mar de Ajó,masculino,32
2016,1,10,06238,Dolores,Dolores,femenino,19
2016,1,10,06238,Dolores,Dolores,masculino,19
2016,1,6,06245,Ensenada,El Dique,femenino,2
2016,1,6,06245,Ensenada,Ensenada,femenino,28
2016,1,6,06245,Ensenada,El Dique,masculino,4
2016,1,6,06245,Ensenada,Ensenada,masculino,27
2016,1,3,06252,Escobar,Domingo Matheu,femenino,6
2016,1,3,06252,Escobar,Ingeniero Maschwitz,femenino,6
2016,1,3,06252,Escobar,Maquinista Savio,femenino,6
2016,1,3,06252,Escobar,Belén de Escobar,femenino,17
2016,1,3,06252,Escobar,Garín,femenino,22
2016,1,3,06252,Escobar,Hospital Dr Enrique Erill-Escobar,femenino,87
2016,1,3,06252,Escobar,Domingo Matheu,masculino,2
2016,1,3,06252,Escobar,Maquinista Savio,masculino,7
2016,1,3,06252,Escobar,Ingeniero Maschwitz,masculino,10
2016,1,3,06252,Escobar,Garín,masculino,19
2016,1,3,06252,Escobar,Belén de Escobar,masculino,20
2016,1,3,06252,Escobar,Hospital Dr Enrique Erill-Escobar,masculino,112
2016,1,18,06260,Esteban Echeverría,Luis Guillón,femenino,15
2016,1,18,06260,Esteban Echeverría,El Jaguel,femenino,16
2016,1,18,06260,Esteban Echeverría,Nueve de Abril,femenino,17
2016,1,18,06260,Esteban Echeverría,Monte Grande,femenino,47
2016,1,18,06260,Esteban Echeverría,"Hospital Policlínica ""Sofia Terrero de Santamarina""",femenino,83
2016,1,18,06260,Esteban Echeverría,El Jaguel,masculino,15
2016,1,18,06260,Esteban Echeverría,Luis Guillón,masculino,15
2016,1,18,06260,Esteban Echeverría,Nueve de Abril,masculino,16
2016,1,18,06260,Esteban Echeverría,Monte Grande,masculino,43
2016,1,18,06260,Esteban Echeverría,"Hospital Policlínica ""Sofia Terrero de Santamarina""",masculino,102
2016,1,3,06266,Exaltación de la Cruz,Los Cardales,femenino,6
2016,1,3,06266,Exaltación de la Cruz,Capilla del Señor,femenino,22
2016,1,3,06266,Exaltación de la Cruz,Los Cardales,masculino,7
2016,1,3,06266,Exaltación de la Cruz,Capilla del Señor,masculino,23
2016,1,18,06270,Ezeiza,La Union-Ezeiza,femenino,7
2016,1,18,06270,Ezeiza,Carlos Spegazzini,femenino,8
2016,1,18,06270,Ezeiza,Tristán Suárez,femenino,20
2016,1,18,06270,Ezeiza,Ezeiza,femenino,22
2016,1,18,06270,Ezeiza,Hospital Interzonal de Agudos Alberto Eurnekian,femenino,100
2016,1,18,06270,Ezeiza,Carlos Spegazzini,masculino,8
2016,1,18,06270,Ezeiza,Tristán Suárez,masculino,13
2016,1,18,06270,Ezeiza,La Union-Ezeiza,masculino,15
2016,1,18,06270,Ezeiza,Ezeiza,masculino,22
2016,1,18,06270,Ezeiza,Hospital Interzonal de Agudos Alberto Eurnekian,masculino,93
2016,1,7,06274,Florencio Varela,Ingeniero Allan,femenino,3
2016,1,7,06274,Florencio Varela,El Cruce Florencio Varela,femenino,23
2016,1,7,06274,Florencio Varela,Bosques,femenino,30
2016,1,7,06274,Florencio Varela,Florencio Varela,femenino,59
2016,1,7,06274,Florencio Varela,Hospital Mi Pueblo-Fcio Varela,femenino,192
2016,1,7,06274,Florencio Varela,Ingeniero Allan,masculino,7
2016,1,7,06274,Florencio Varela,Bosques,masculino,39
2016,1,7,06274,Florencio Varela,El Cruce Florencio Varela,masculino,39
2016,1,7,06274,Florencio Varela,Florencio Varela,masculino,59
2016,1,7,06274,Florencio Varela,Hospital Mi Pueblo-Fcio Varela,masculino,188
2016,1,4,06277,Florentino Ameghino,Ameghino,femenino,5
2016,1,4,06277,Florentino Ameghino,Ameghino,masculino,8
2016,1,11,06280,General Alvarado,Comandante Nicanor Otamendi,femenino,6
2016,1,11,06280,General Alvarado,Miramar,femenino,28
2016,1,11,06280,General Alvarado,Mechongue,masculino,2
2016,1,11,06280,General Alvarado,Comandante Nicanor Otamendi,masculino,8
2016,1,11,06280,General Alvarado,Miramar,masculino,27
2016,1,9,06287,General Alvear,General Alvear,femenino,8
2016,1,9,06287,General Alvear,General Alvear,masculino,6
2016,1,2,06294,General Arenales,Ferre,femenino,1
2016,1,2,06294,General Arenales,General Arenales,femenino,1
2016,1,2,06294,General Arenales,Ascensión,femenino,5
2016,1,2,06294,General Arenales,Ascensión,masculino,1
2016,1,2,06294,General Arenales,Ferre,masculino,2
2016,1,2,06294,General Arenales,Arribeños,masculino,3
2016,1,2,06294,General Arenales,General Arenales,masculino,5
2016,1,10,06301,General Belgrano,General Belgrano,femenino,13
2016,1,10,06301,General Belgrano,General Belgrano,masculino,20
2016,1,10,06308,General Guido,Labarden,femenino,2
2016,1,10,06308,General Guido,General Guido,masculino,1
2016,1,19,06322,General la Madrid,General la Madrid,femenino,5
2016,1,19,06322,General la Madrid,General la Madrid,masculino,3
2016,1,5,06329,General las Heras,General Las Heras,femenino,8
2016,1,5,06329,General las Heras,General Las Heras,masculino,9
2016,1,10,06336,General Lavalle,General Lavalle,femenino,1
2016,1,10,06336,General Lavalle,Paraje Pavón,masculino,2
2016,1,11,06315,General Juan Madariaga,General Madariaga,femenino,10
2016,1,11,06315,General Juan Madariaga,General Madariaga,masculino,30
2016,1,10,06343,General Paz,Loma Verde,femenino,4
2016,1,10,06343,General Paz,Ranchos,femenino,5
2016,1,10,06343,General Paz,Loma Verde,masculino,3
2016,1,10,06343,General Paz,Ranchos,masculino,8
2016,1,4,06351,General Pinto,Coronel Granada,femenino,1
2016,1,4,06351,General Pinto,General Pinto,femenino,4
2016,1,4,06351,General Pinto,Germania,masculino,1
2016,1,11,06357,General Pueyrredón,Mar Del Plata- Oficina Batán,femenino,17
2016,1,11,06357,General Pueyrredón,Mar Del Plata Norte,femenino,26
2016,1,11,06357,General Pueyrredón,Mar Del Plata- Oficina El Puerto,femenino,83
2016,1,11,06357,General Pueyrredón,Mar Del Plata Sección Primera,femenino,113
2016,1,11,06357,General Pueyrredón,Hospital Materno-Mar Del Plata,femenino,221
2016,1,11,06357,General Pueyrredón,Mar Del Plata- Oficina Batán,masculino,14
2016,1,11,06357,General Pueyrredón,Mar Del Plata Norte,masculino,26
2016,1,11,06357,General Pueyrredón,Mar Del Plata- Oficina El Puerto,masculino,74
2016,1,11,06357,General Pueyrredón,Mar Del Plata Sección Primera,masculino,119
2016,1,11,06357,General Pueyrredón,Hospital Materno-Mar Del Plata,masculino,221
2016,1,3,06364,General Rodríguez,General Rodríguez,femenino,33
2016,1,3,06364,General Rodríguez,Hospital Vicente López Y Planes,femenino,102
2016,1,3,06364,General Rodríguez,General Rodríguez,masculino,27
2016,1,3,06364,General Rodríguez,Hospital Vicente López Y Planes,masculino,81
2016,1,14,06371,General San Martín,José León Suárez,femenino,25
2016,1,14,06371,General San Martín,Villa Ballester,femenino,29
2016,1,14,06371,General San Martín,General San MartÍn,femenino,33
2016,1,14,06371,General San Martín,Hospital Interzonal Eva Perón-General San Martín,femenino,38
2016,1,14,06371,General San Martín,Hospital Zonal General Manuel Belgrano-General San Martín,femenino,38
2016,1,14,06371,General San Martín,Hospital Diego E. Thompson,femenino,69
2016,1,14,06371,General San Martín,José León Suárez,masculino,17
2016,1,14,06371,General San Martín,Villa Ballester,masculino,34
2016,1,14,06371,General San Martín,Hospital Zonal General Manuel Belgrano-General San Martín,masculino,36
2016,1,14,06371,General San Martín,General San MartÍn,masculino,37
2016,1,14,06371,General San Martín,Hospital Interzonal Eva Perón-General San Martín,masculino,40
2016,1,14,06371,General San Martín,Hospital Diego E. Thompson,masculino,63
2016,1,4,06385,General Viamonte,Los Toldos,femenino,8
2016,1,4,06385,General Viamonte,Baigorrita,masculino,1
2016,1,4,06385,General Viamonte,Los Toldos,masculino,7
2016,1,8,06392,General Villegas,Emilio V. Bunge,femenino,1
2016,1,8,06392,General Villegas,Piedritas,femenino,1
2016,1,8,06392,General Villegas,General Villegas,femenino,11
2016,1,8,06392,General Villegas,Emilio V. Bunge,masculino,1
2016,1,8,06392,General Villegas,General Villegas,masculino,16
2016,1,12,06014,Adolfo Gonzales Chaves,De La Garma,femenino,2
2016,1,12,06014,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves,femenino,4
2016,1,12,06014,Adolfo Gonzales Chaves,De La Garma,masculino,1
2016,1,12,06014,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves,masculino,8
2016,1,19,06399,Guaminí,Guaminí,femenino,2
2016,1,19,06399,Guaminí,Laguna Alsina,femenino,2
2016,1,19,06399,Guaminí,Casbas,femenino,3
2016,1,19,06399,Guaminí,Guaminí,masculino,1
2016,1,19,06399,Guaminí,Casbas,masculino,2
2016,1,8,06406,Hipólito Yrigoyen,Henderson,femenino,5
2016,1,8,06406,Hipólito Yrigoyen,Henderson,masculino,3
2016,1,14,06408,Hurlingham,William Morris,femenino,35
2016,1,14,06408,Hurlingham,Hurlingham,femenino,39
2016,1,14,06408,Hurlingham,William Morris,masculino,41
2016,1,14,06408,Hurlingham,Hurlingham,masculino,46
2016,1,20,06410,Ituzaingó,Villa Udaondo,femenino,6
2016,1,20,06410,Ituzaingó,Ituzaingó,femenino,24
2016,1,20,06410,Ituzaingó,Villa Udaondo,masculino,10
2016,1,20,06410,Ituzaingó,Ituzaingó,masculino,30
2016,1,20,06412,José C. Paz,Barrio Vucetich de José C. Paz,femenino,30
2016,1,20,06412,José C. Paz,José C. Paz,femenino,66
2016,1,20,06412,José C. Paz,Hospital Domingo Mercante-José C. Paz,femenino,156
2016,1,20,06412,José C. Paz,Barrio Vucetich de José C. Paz,masculino,21
2016,1,20,06412,José C. Paz,José C. Paz,masculino,72
2016,1,20,06412,José C. Paz,Hospital Domingo Mercante-José C. Paz,masculino,190
2016,1,4,06413,Junín,Villa Belgrano Sección Segunda-Junín,femenino,13
2016,1,4,06413,Junín,Junín,femenino,23
2016,1,4,06413,Junín,Villa Belgrano Sección Segunda-Junín,masculino,18
2016,1,4,06413,Junín,Junín,masculino,19
2016,1,17,06427,La Matanza,Ciudad Celina,femenino,1
2016,1,17,06427,La Matanza,Loma Del Millón,femenino,2
2016,1,17,06427,La Matanza,Aldo Bonzi,femenino,4
2016,1,17,06427,La Matanza,Barrio Independencia De González Catán,femenino,4
2016,1,17,06427,La Matanza,Villa Madero,femenino,5
2016,1,17,06427,La Matanza,Virrey del Pino,femenino,6
2016,1,17,06427,La Matanza,La Tablada,femenino,7
2016,1,17,06427,La Matanza,Ciudad Evita,femenino,12
2016,1,17,06427,La Matanza,Los Ceibos,femenino,14
2016,1,17,06427,La Matanza,Laferrere,femenino,16
2016,1,17,06427,La Matanza,Isidro Casanova,femenino,22
2016,1,17,06427,La Matanza,González Catán,femenino,25
2016,1,17,06427,La Matanza,Villa Luzuriaga,femenino,38
2016,1,17,06427,La Matanza,Rafael Castillo,femenino,45
2016,1,17,06427,La Matanza,Hospital Materno Dr Equiza-González Catán,femenino,50
2016,1,17,06427,La Matanza,Rámos Mejía,femenino,71
2016,1,17,06427,La Matanza,Hospital Teresa L. Germani-Laferrere,femenino,74
2016,1,17,06427,La Matanza,Hospital Zonal General De Agudos De González Catán-La Matanza,femenino,85
2016,1,17,06427,La Matanza,Hospital Dr Diego Paroissien-La Matanza,femenino,89
2016,1,17,06427,La Matanza,Hospital Zonal Dr. Alberto Balestrini,femenino,93
2016,1,17,06427,La Matanza,San Justo,femenino,99
2016,1,17,06427,La Matanza,Loma Del Millón,masculino,2
2016,1,17,06427,La Matanza,Ciudad Celina,masculino,3
2016,1,17,06427,La Matanza,Aldo Bonzi,masculino,4
2016,1,17,06427,La Matanza,Villa Madero,masculino,4
2016,1,17,06427,La Matanza,Barrio Independencia De González Catán,masculino,7
2016,1,17,06427,La Matanza,La Tablada,masculino,7
2016,1,17,06427,La Matanza,Ciudad Evita,masculino,10
2016,1,17,06427,La Matanza,Virrey del Pino,masculino,13
2016,1,17,06427,La Matanza,Laferrere,masculino,14
2016,1,17,06427,La Matanza,Los Ceibos,masculino,18
2016,1,17,06427,La Matanza,Isidro Casanova,masculino,21
2016,1,17,06427,La Matanza,González Catán,masculino,25
2016,1,17,06427,La Matanza,Rafael Castillo,masculino,42
2016,1,17,06427,La Matanza,Rámos Mejía,masculino,52
2016,1,17,06427,La Matanza,Villa Luzuriaga,masculino,54
2016,1,17,06427,La Matanza,Hospital Materno Dr Equiza-González Catán,masculino,75
2016,1,17,06427,La Matanza,San Justo,masculino,81
2016,1,17,06427,La Matanza,Hospital Teresa L. Germani-Laferrere,masculino,83
2016,1,17,06427,La Matanza,Hospital Zonal General De Agudos De González Catán-La Matanza,masculino,87
2016,1,17,06427,La Matanza,Hospital Dr Diego Paroissien-La Matanza,masculino,98
2016,1,17,06427,La Matanza,Hospital Zonal Dr. Alberto Balestrini,masculino,111
2016,1,6,06441,La Plata,Abasto,femenino,3
2016,1,6,06441,La Plata,Servicio Penitenciario,femenino,3
2016,1,6,06441,La Plata,Altos de San Lorenzo,femenino,4
2016,1,6,06441,La Plata,Villa Elvira,femenino,4
2016,1,6,06441,La Plata,San Carlos,femenino,10
2016,1,6,06441,La Plata,Manuel B. Gonnet,femenino,11
2016,1,6,06441,La Plata,Villa Elisa,femenino,12
2016,1,6,06441,La Plata,Lisandro Olmos,femenino,16
2016,1,6,06441,La Plata,José Melchor Romero,femenino,17
2016,1,6,06441,La Plata,City Bell,femenino,21
2016,1,6,06441,La Plata,Tolosa,femenino,25
2016,1,6,06441,La Plata,Los Hornos,femenino,37
2016,1,6,06441,La Plata,Hospital San Roque De Gonnet,femenino,43
2016,1,6,06441,La Plata,Hospital Dr Ricardo Gutiérrez,femenino,57
2016,1,6,06441,La Plata,Hospital Interzonal De Agudos Y Crónicos Dr. Alejandro Korn,femenino,58
2016,1,6,06441,La Plata,La Plata Sección Décima (Maternidad),femenino,105
2016,1,6,06441,La Plata,La Plata Sección Segunda,femenino,153
2016,1,6,06441,La Plata,Servicio Penitenciario,masculino,1
2016,1,6,06441,La Plata,Villa Elvira,masculino,3
2016,1,6,06441,La Plata,Altos de San Lorenzo,masculino,5
2016,1,6,06441,La Plata,San Carlos,masculino,5
2016,1,6,06441,La Plata,Abasto,masculino,6
2016,1,6,06441,La Plata,Villa Elisa,masculino,10
2016,1,6,06441,La Plata,Lisandro Olmos,masculino,11
2016,1,6,06441,La Plata,Manuel B. Gonnet,masculino,11
2016,1,6,06441,La Plata,José Melchor Romero,masculino,15
2016,1,6,06441,La Plata,City Bell,masculino,20
2016,1,6,06441,La Plata,Los Hornos,masculino,30
2016,1,6,06441,La Plata,Tolosa,masculino,31
2016,1,6,06441,La Plata,Hospital San Roque De Gonnet,masculino,57
2016,1,6,06441,La Plata,Hospital Dr Ricardo Gutiérrez,masculino,60
2016,1,6,06441,La Plata,Hospital Interzonal De Agudos Y Crónicos Dr. Alejandro Korn,masculino,73
2016,1,6,06441,La Plata,La Plata Sección Décima (Maternidad),masculino,119
2016,1,6,06441,La Plata,La Plata Sección Segunda,masculino,167
2016,1,21,06434,Lanús,Valentín Alsina,femenino,4
2016,1,21,06434,Lanús,Gerli-Lanús,femenino,5
2016,1,21,06434,Lanús,Remedios de Escalada Este,femenino,11
2016,1,21,06434,Lanús,Villa Caraza,femenino,11
2016,1,21,06434,Lanús,Remedios de Escalada,femenino,21
2016,1,21,06434,Lanús,Lanús,femenino,26
2016,1,21,06434,Lanús,Hospital Narciso López-Lanús,femenino,45
2016,1,21,06434,Lanús,Hospital Evita-Lanús,femenino,56
2016,1,21,06434,Lanús,Monte Chingolo,femenino,140
2016,1,21,06434,Lanús,Remedios de Escalada Este,masculino,3
2016,1,21,06434,Lanús,Gerli-Lanús,masculino,6
2016,1,21,06434,Lanús,Valentín Alsina,masculino,7
2016,1,21,06434,Lanús,Monte Chingolo,masculino,10
2016,1,21,06434,Lanús,Villa Caraza,masculino,12
2016,1,21,06434,Lanús,Remedios de Escalada,masculino,25
2016,1,21,06434,Lanús,Lanús,masculino,27
2016,1,21,06434,Lanús,Hospital Evita-Lanús,masculino,48
2016,1,21,06434,Lanús,Hospital Narciso López-Lanús,masculino,66
2016,1,19,06448,Laprida,Laprida,femenino,13
2016,1,19,06448,Laprida,Laprida,masculino,7
2016,1,10,06455,Las Flores,Las Flores,femenino,6
2016,1,10,06455,Las Flores,Las Flores,masculino,13
2016,1,4,06462,Leandro N. Alem,Juan B. Alberdi,femenino,2
2016,1,4,06462,Leandro N. Alem,Vedia,femenino,5
2016,1,4,06462,Leandro N. Alem,Juan B. Alberdi,masculino,2
2016,1,4,06462,Leandro N. Alem,Leandro N. Alem,masculino,3
2016,1,4,06462,Leandro N. Alem,Vedia,masculino,8
2016,1,10,06466,Lezama,Lezama (Ex Manuel José Cobo),femenino,6
2016,1,10,06466,Lezama,Lezama (Ex Manuel José Cobo),masculino,8
2016,1,4,06469,Lincoln,Pasteur,femenino,1
2016,1,4,06469,Lincoln,Roberts,femenino,3
2016,1,4,06469,Lincoln,Lincoln,femenino,25
2016,1,4,06469,Lincoln,Pasteur,masculino,1
2016,1,4,06469,Lincoln,Roberts,masculino,3
2016,1,4,06469,Lincoln,Arenaza,masculino,4
2016,1,4,06469,Lincoln,Lincoln,masculino,20
2016,1,12,06476,Lobería,Lobería,femenino,15
2016,1,12,06476,Lobería,San Manuel,masculino,1
2016,1,12,06476,Lobería,Lobería,masculino,9
2016,1,5,06483,Lobos,Lobos,femenino,9
2016,1,5,06483,Lobos,Hospital General De Agudos-Lobos,femenino,16
2016,1,5,06483,Lobos,Hospital General De Agudos-Lobos,masculino,14
2016,1,5,06483,Lobos,Lobos,masculino,14
2016,1,21,06490,Lomas de Zamora,Villa Fiorito,femenino,4
2016,1,21,06490,Lomas de Zamora,Villa Albertina,femenino,9
2016,1,21,06490,Lomas de Zamora,Llavallol,femenino,14
2016,1,21,06490,Lomas de Zamora,Barrio San José de Lomas De Zamora,femenino,15
2016,1,21,06490,Lomas de Zamora,Hospital Municipal Oscar Alende,femenino,41
2016,1,21,06490,Lomas de Zamora,Temperley,femenino,47
